id,week,name,artist,kana,year,nation,label,producer,corner,youtube
832,100,I'm Just Dreaming,The Rubettes,,1975,UK,State,Wayne Bickerton and Tony Wadding-ton,,
833,100,CANDY,沢田研二,さわだけんじ,1974,JPN,ポリドール,Wayne Bickerton and Tony Wadding-ton,,
834,100,Sugar Candy Kisses,Mac & Katie Kissoon,,1975,UK,State,Wayne Bickerton and Tony Wadding-ton,,1j1T1GVSyUY
835,100,すいみん不足,CHICKS,,1990,JPN,日本コロムビア,,ちょっぴりタイムマシン,
836,101,快速,スピッツ,,2019,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
837,101,Do They Know It's Christmas?,Band Aid,,1984,UK,Phonogram,Midge Ure,,Zdqf-8ToaD4
838,101,Requiem,Slik,,1976,UK,Bell Records,,,8xnc2JuchUc
839,101,Young Girls,Rich Kids,,1978,UK,EMI,Mick Ronson,,wMN7MMW5c04
840,101,New Europeans,Ultravox,,1980,UK,Chrysalis,Conny Plank,,VJK4TaO8u4Q
841,101,Hymn,Ultravox,,1982,UK,Chrysalis,George Martin,,RXLkpwFs8Fs
842,101,If I Was,Midge Ure,,1985,UK,Chrysalis,,,VNeiRGzQTDU
843,101,帰っておいで,JITTERIN'JINN,,1991,JPN,日本コロムビア,,ちょっぴりタイムマシン,
844,102,空も飛べるはず (Album Version),スピッツ,,1994,JPN,ポリドール,笹路正徳,漫遊前の一曲,h-kQw4JqCHE
845,102,キャント・バイ・ミー・ラブ,東京ビートルズ,とうきょうびーとるず,1964,JPN,ビクターエンタテイメント,,,
846,102,Day Tripper,Cheap Trick,,1980,US,Epic,,,aWz3pM0j90M
847,102,We Can Work It Out,Deep Purple,,1969,UK,Harvest,Derek Lawrence,,UY1C_Hn6Sdo
848,102,イエロー・サブマリン音頭,金沢明子,かなざわあきこ,1982,JPN,ビクター,大瀧詠一,,
849,102,Helier Skelter,Mötley Crüe,,1983,US,Elektra,Tom Werman,,_QrBJNtC-MU
850,102,I’ve Just Seen A Face,小野リサ,おのりさ,2006,JPN,東芝EMI,,,XBaTkoWhVBA
851,102,Across the Universe,Fiona Apple,,1998,US,New Line Records,,,
852,102,あなたはやって来る 〜Dear Santa〜,小谷美紗子,おだにみさこ,1997,JPN,ユニバーサル,,ちょっぴりタイムマシン,
853,103,ブービー,スピッツ,,2019,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
854,103,Not Running,The Beths,,2018,US,Carpark,,,FKhCeP_tm2Q
855,103,WLC (We Love Comic),"SACHIKO by MAISON ""SEEK""",,2018,JPN,melodypunchrecords,,,
856,103,Alleviate,LEPROUS,,2019,NOR,Inside Out Music,,,12eFq16CXSU
857,103,猿上がりシティーポップ,秋山黄色,あきやまきいろ,2018,JPN,BUG TYPE RECORDS,,,zCGl_APrE0Q
858,103,On the Radio,Du Blonde,,2019,UK,Moshi Moshi,,,e1KdkC9eICw
859,103,人間大好き,バレーボウイズ,,2019,JPN,felicity,,,IysTrf49ukg
860,103,Down Came the Rain,Jeff Lynne's ELO,,2019,UK,Columbia,,,MtsIXy6imr8
861,103,Duty Friend,NIKIIE,,2012,JPN,日本コロムビア,,ちょっぴりタイムマシン,d-6-u0kN1sg
862,104,ブチ,スピッツ,,2016,JPN,ユニバーサル,,漫遊前の一曲,
863,104,ギルド,BUMP OF CHICKEN,,2004,JPN,トイズファクトリー,,,
864,104,Hundred Mile High City,Ocean Colour Scene,,1997,UK,MCA,Brendan Lynch,,xIhFpmzRKYM
865,104,暮らしのなかで,T字路s,,2019,JPN,felicity,,,Y94PAdw0P14
866,104,On Your Feet or on Your Knees,Motörhead,,1993,UK,ZYX,Howard Benson,,bSdU5x2RGeo
867,104,京都,在日ファンク,ざいにちふぁんく,2010,JPN,P-VINE,,,6YnhZRClFB0
868,104,マケイヌ,ZIGGY,,1999,JPN,ソニー・ミュージックレコーズ,佐藤宣彦,ちょっぴりタイムマシン,
869,105,どんどどん,スピッツ,,2010,JPN,ユニバーサル,,漫遊前の一曲,
870,105,夢の中でしか (Live),The Groovers,,2007,JPN,ポリドール,,三輪テツヤ選曲,
871,105,Highway Star (Live 1972),Deep Purple,,1972,UK,Purple,,三輪テツヤ選曲,DyCyhaa5mck
872,105,Only You Can Rock Me (Live 1978),UFO,,1979,UK,Chrysalis,Ron Nevison,三輪テツヤ選曲,bWCenuPMZ_Y
873,105,Deuce (Live 1975),Kiss,,1975,US,Casablanca,Eddie Kramer,三輪テツヤ選曲,Ux0J7H9JdrE
874,105,ヴァージニティー,レベッカ,,1984,JPN,CBS・ソニー,後藤次利,三輪テツヤ選曲,
875,106,メモリーズ・カスタム,スピッツ,,2000,JPN,ポリドール,石田小吉,漫遊前の一曲,
876,106,Catholic Girls,Frank Zappa,,1979,US,Zappa,,崎山龍男選曲,KVVhsOIhnMg
877,106,Seven Days,Sting,,1992,UK,A&M,,崎山龍男選曲,pG7_gceIFL4
878,106,There's No Other Me,Jeff Beck,,2010,UK,Atco,,崎山龍男選曲,h153PvH4cXg
879,106,Blackmail the Universe,Megadeth,,2004,US,Sanctuary,,崎山龍男選曲,uiEkq1fBK_s
880,106,ダンスのように抱き寄せたい,松任谷由実,まつとうやゆみ,2010,JPN,Capitol Records,松任谷正隆,崎山龍男選曲,-axalihW2HE
881,106,ふられ気分でRock'n' Roll,TOM★CAT,,1984,JPN,AARD-VARK,,崎山龍男選曲,
882,107,ハチミツ,スピッツ,,1995,JPN,ポリドール,笹路正徳,田村明浩選曲,6J1sPwGCH5w
883,107,Back on the Streets,Gary Moore,,1978,UK,MCA,Chris Tsangarides,田村明浩選曲,qJcPALuRrR0
884,107,Love Song,The Damned,,1979,UK,Chiswick,,田村明浩選曲,phouch_2xhQ
885,107,Ace of Spades,Motörhead,,1980,UK,Bronze,,田村明浩選曲,J-QAKCP8ong
886,107,Light Flight,Pentangle,,1969,UK,Transatlantic Records,Shel Talmy,田村明浩選曲,VVpS44LGqTk
887,107,Let It Roll,UFO,,1975,UK,Chrysalis,Leo Lyons,田村明浩選曲,_OKd-GA_6X8
888,107,Opening: I Can't Turn You Loose (Live),The Blues Brothers,,1978,US,Atlantic,Bob Tischler,田村明浩選曲,utU2123GIMo
889,107,SOFT CREAM WHISTLE 女の子はみんなヴァレリに憧れる,ブリッジ,,1994,JPN,トラットリア,,田村明浩選曲,
890,108,ヤマブキ,スピッツ,,2019,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
891,108,Favourite Shirts (Boy Meets Girl),Haircut One Hundred,,1981,UK,Arista,,クジヒロコ選曲,
892,108,She Does It Right,Dr. Feelgood,,1975,UK,United Artists,Vic Maile,クジヒロコ選曲,xvcy5r47SPU
893,108,The Cutter,Echo & the Bunnymen,,1983,UK,Korova,Kingbird,クジヒロコ選曲,3fKwo8qlkJE
894,108,Creep,Radiohead,,1992,UK,Parlophone,Sean Slade,クジヒロコ選曲,XFkzRNyygfk
895,108,SLUDGE,dip,,1995,JPN,Karasu,,クジヒロコ選曲,
896,108,Foxhole,Television,,1978,US,Elektra,,クジヒロコ選曲,2IQCUc4rNN8
897,108,悪の華,BUCK-TICK,,1990,JPN,ビクターインビテーション,,クジヒロコ選曲,F-Oax86SCuo
898,109,さわって・変わって,スピッツ,,2001,JPN,ポリドール,亀田誠治,漫遊前の一曲,-l5yolGZox4
899,109,キングスネークブルース,サンハウス,,1975,JPN,ブラック,,,fxW9UBoHOb4
900,109,裏切りの街角,甲斐バンド,かいばんど,1975,JPN,東芝EMI,,,
901,109,You May Dream,シーナ&ザ・ロケッツ,,1979,JPN,アルファレコード,細野晴臣,,
902,109,恋をしようよ,ザ・ルースターズ,,1980,JPN,日本コロムビア,,,
903,109,セル ナンバー 8(第8病棟),バトル・ロッカーズ,,1982,JPN,SEE-SAW,,,
904,109,激しい雨が,THE MODS,,1983,JPN,EPIC SONY,,,
905,109,掃き溜めの街で歌い始めたチンピラ達の新しいメルヘン,アンジー,,1988,JPN,メルダック,,,
906,109,野良犬,ARB,,1978,JPN,ビクターインビテーション,,ちょっぴりタイムマシン,
907,110,砂漠の花,スピッツ,,2007,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
908,110,One Hundred Punks,Generation X,,1978,UK,Chrysalis,Martin Rushent,,rn46wWn00bo
909,110,Rebel Yell,Billy Idol,,1983,UK,Chrysalis,Keith Forsey,,VdphvuyaV_I
910,110,From the Heart,Generation X,,1978,UK,Chrysalis,Martin Rushent,,9cn_5dEugYs
911,110,Ready Steady Go,Generation X,,1978,UK,Chrysalis,Martin Rushent,,5dkbnjzHrWE
912,110,King Rocker,Generation X,,1979,UK,Chrysalis,Ian Hunter,,L8HQGsT5mzg
913,110,Dancing with Myself,Generation X,,1981,UK,Chrysalis,Keith Forsey,,LMdOhFwuUFc
914,110,Kleenex,Generation X,,1978,UK,Chrysalis,Martin Rushent,,XyHOehmk8SY
915,110,キミのカオ,ホフディラン,,1997,JPN,ポニーキャニオン,,ちょっぴりタイムマシン,
916,111,さらさら,スピッツ,,2010,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,wfUYfj9t7QI
917,111,Uncle Jack,Spirit,,1968,US,Ode,Lou Adler,,6S8sgvPnUkE
918,111,Get The Message,Cyrus Erie,,1968,US,Epic,,,
919,111,Hurry Sundown,Bubble Puppy,,1969,US,International Artists,Ray Rush,,yqUTV_8aRs4
920,111,Peace By Peace,Crabby Appleton,,1970,US,Elektra,Don Gallucci,,1KwYmy1dDV4
921,111,Black Betty,Ram Jam,,1977,US,Epic,,,I_2D8Eo15wE
922,111,No Rest For The Wicked (Live 1976),Truth And Janey,,1991,US,Rock 'N' Bach,,,dAMisaAdrso
923,111,黄悪徳,シルバー・スターズ,,1979,JPN,Trash,,ちょっぴりタイムマシン,
924,112,恋のうた,スピッツ,,1991,JPN,ポリドール,,漫遊前の一曲,
925,112,い・け・な・いルージュマジック,忌野清志郎+坂本龍一,いまわのきよしろうさかもとりゅういち,1982,JPN,ロンドン・レコード,,,
926,112,すみれ September Love,一風堂,いっぷうどう,1982,JPN,EPIC SONY,,,
927,112,わがままジュリエット,BOØWY,,1986,JPN,東芝EMI,,,
928,112,Boys Jump The Midnight,THE STREET SLIDERS,,1987,JPN,EPIC SONY,,,
929,112,リンダリンダ,THE BLUE HEARTS,,1988,JPN,メルダック,,,
930,112,肉のうた,The ピーズ,,1989,JPN,ビクター,,,
931,112,なんだったんだ?7DAYS,BARBEE BOYS,,1986,JPN,Epic,,ちょっぴりタイムマシン,
932,113,さらばユニヴァース,スピッツ,,2000,JPN,ポリドール,石田小吉,漫遊前の一曲,
933,113,Highway Tune,Greta Van Fleet,,2017,US,Republic,,,aJg4OJxp-co
934,113,Easy Livin',Fastway,,1983,UK,CBS,Eddie Kramer,,
935,113,Get It On,Kingdom Come,,1988,US,Polydor,,,k1OdgfEhzgM
936,113,Hold Her Tight,The Osmonds,,1972,US,MGM,,,6z9D2PJmz_k
937,113,Queen Of My Dreams,The Edgar Winter Group,,1974,US,Epic,Rick Derringer,,
938,113,Rock and Roll Is Dead,Lenny Kravitz,,1995,US,Virgin,,,yw8_5OYKQNA
939,113,Tautud,Spirit,,1968,US,Epic,Lou Adler,,ZPYWxc28Mh4
940,113,青い地球はてのひら,かの香織,,1994,JPN,ソニー・ミュージックレコーズ,,ちょっぴりタイムマシン,
